iter	Logloss
424	0.2876738281
425	0.2875669468
426	0.2874139579
427	0.2873100237
428	0.2872152274
429	0.2871381138
430	0.2870216762
431	0.2869146554
432	0.2868519636
433	0.2867794189
434	0.2866628418
435	0.2864924316
436	0.2863808419
437	0.286265625
438	0.286165353
439	0.2860660052
440	0.285958374
441	0.2858585728
442	0.2857266671
443	0.2855562047
444	0.2854300537
445	0.2852841797
446	0.2851654402
447	0.2850644531
448	0.284932094
449	0.2848189697
450	0.2847270508
451	0.2846032192
452	0.2844441964
453	0.2842604283
454	0.284145752
455	0.2840285993
456	0.2838861956
457	0.2837836217
458	0.2836734096
459	0.283543614
460	0.2834550084
461	0.2833881487
462	0.2832455706
463	0.283156529
464	0.2830529611
465	0.2829792829
466	0.2828281599
467	0.2826793736
468	0.2825692662
469	0.2824108364
470	0.2823222656
471	0.2822180525
472	0.2821296038
473	0.2820432826
474	0.2819680176
475	0.2818863874
476	0.2818053327
477	0.2817215227
478	0.2816277204
479	0.2815083182
480	0.2813987514
481	0.2813099888
482	0.2812045201
483	0.2810764683
484	0.2809829973
485	0.280904541
486	0.2808180804
487	0.2807308873
488	0.2805973075
489	0.2805239607
490	0.2804331055
491	0.2803518938
492	0.2802434605
493	0.2801270054
494	0.2800301339
495	0.2799370466
496	0.2798155692
497	0.2797337123
498	0.2795866002
499	0.2794405343
500	0.2793616246
501	0.2792685198
502	0.2791762695
503	0.2791015625
504	0.2790202985
505	0.2789003906
506	0.2788265555
507	0.2787435477
508	0.2786202044
509	0.2784767718
510	0.2783665771
511	0.2782566964
512	0.2781003767
513	0.2779405692
514	0.2778275321
515	0.2776496756
516	0.2774973842
517	0.2773865444
518	0.2772544294
519	0.2771354457
520	0.2770560477
521	0.2769629604
522	0.276880964
523	0.2767126116
524	0.2765869489
525	0.2764829276
526	0.2763500279
527	0.2762387172
528	0.2761377302
529	0.2760040283
530	0.275909947
531	0.2757898124
532	0.2757165876
533	0.2755888323
534	0.2755021449
535	0.2753577358
536	0.2752730887
537	0.2751960624
538	0.2751128627
539	0.2750733817
540	0.2749850377
541	0.2748589914
542	0.2747454136
543	0.2746592669
544	0.2745752999
545	0.274401995
546	0.2742877372
547	0.2741698347
548	0.2740665458
549	0.273979248
550	0.2738868931
551	0.273808524
552	0.2736817453
553	0.2736022252
554	0.2734863804
555	0.2733696638
556	0.2732563128
557	0.2731689802
558	0.2730756487
559	0.2729652274
560	0.2728514404
561	0.2727479074
562	0.272637207
563	0.2725536063
564	0.2724497419
565	0.2723230852
566	0.2722362932
567	0.2721527623
568	0.2720642787
569	0.2719360003
570	0.2718391113
571	0.2717032122
572	0.2716285226
573	0.2715511126
574	0.2714437256
575	0.2713297991
576	0.2711959229
577	0.2710911516
578	0.2710032261
579	0.2709284668
580	0.2708723493
581	0.27076137
582	0.2706744734
583	0.2706043527
584	0.2704990758
585	0.2704005301
586	0.2702658691
587	0.2701912493
588	0.2700892508
589	0.2699765451
590	0.2699092494
591	0.2698031006
592	0.2696637137
593	0.2695986851
594	0.269504412
595	0.2693847656
596	0.2692851214
597	0.2692019043
598	0.2691130371
599	0.2690397252
600	0.2689744001
601	0.2688946708
602	0.2688115932
603	0.2686909528
604	0.268623012
605	0.2685285645
606	0.2683992746
607	0.268326695
608	0.2682518136
609	0.2681765137
610	0.2680499965
611	0.2679227818
612	0.2678679548
613	0.2677603062
614	0.2676335972
615	0.2675129743
616	0.2673914621
617	0.2672789132
618	0.2671723458
619	0.2670776716
620	0.2669441441
621	0.2668729074
622	0.2667985665
623	0.2667113909
624	0.2665579136
625	0.2664125279
626	0.2663218994
627	0.2662290039
628	0.2661530413
629	0.2660556292
630	0.265978254
631	0.2659039655
632	0.2657926897
633	0.2657042759
634	0.2655794503
635	0.2655147356
636	0.2654468297
637	0.2653223005
638	0.265227853
639	0.2651254534
640	0.2650206473
641	0.2649105748
642	0.2648523124
643	0.2647411237
644	0.2646371373
645	0.2645659877
646	0.2644710868
647	0.2643638044
648	0.2642980957
649	0.2641879185
650	0.2641087821
651	0.2639820905
652	0.2638927874
653	0.2638304967
654	0.2637601667
655	0.2636906738
656	0.2635774972
657	0.2634640241
658	0.2633938337
659	0.2633223005
660	0.2632429722
661	0.2631513323
662	0.2630469099
663	0.2629634661
664	0.2628733608
665	0.2627880685
666	0.2626875349
667	0.2625698068
668	0.2625193917
669	0.2624243862
670	0.2623115583
671	0.2622128557
672	0.2621064453
673	0.2620004185
674	0.2619381975
675	0.2618744071
676	0.2617984619
677	0.2617050607
678	0.2616246512
679	0.2615488281
680	0.2614273856
681	0.2613346122
682	0.261252267
683	0.2611699568
684	0.2610256696
685	0.2609362095
686	0.2608451625
687	0.2606786412
688	0.2605416085
689	0.2604623849
690	0.2603565151
691	0.2602456055
692	0.2601713518
693	0.2600989816
694	0.2600187988
695	0.2599494978
696	0.2598766915
697	0.2597954799
698	0.2596313825
699	0.259538208
700	0.2594787598
701	0.2594279262
702	0.2593747559
703	0.2593111398
704	0.2592212263
705	0.259148734
706	0.2590595878
707	0.2589463763
708	0.258853847
709	0.2587806396
710	0.2586601214
711	0.2585955113
712	0.2585058594
713	0.2584031808
714	0.2582755301
715	0.258195888
716	0.2581043527
717	0.2580305699
718	0.2579599435
719	0.2578797607
720	0.2578013742
721	0.2577021136
722	0.2576131592
723	0.2575315639
724	0.2573771275
725	0.2572676479
726	0.2571690151
727	0.2570804618
728	0.2570083008
729	0.2568573521
730	0.2568023333
731	0.2567213484
732	0.2566466588
733	0.2565938198
734	0.2565293666
735	0.2564754813
736	0.2563758545
737	0.2563291713
738	0.2562243652
739	0.2561491002
740	0.2560486537
741	0.2559782715
742	0.2558895787
743	0.2557911203
744	0.255642055
745	0.2555483747
746	0.2554134173
747	0.2553011649
748	0.2552163435
749	0.2551267613
750	0.2550621687
751	0.2550168806
752	0.2549413365
753	0.254848005
754	0.2547299282
755	0.2546693987
756	0.2545762765
757	0.2545069929
758	0.2544682617
759	0.254396031
760	0.2542997175
761	0.2542372175
762	0.2541028006
763	0.2540374581
764	0.2539692732
765	0.2538846261
766	0.2537750767
767	0.2536947893
768	0.2536498675
769	0.2535573207
770	0.2535015695
771	0.2534455741
772	0.2533997628
773	0.2533265555
774	0.2531979632
775	0.2531017892
776	0.2529898507
777	0.2529273856
778	0.2528447789
779	0.2527674386
780	0.2526114676
781	0.2525260533
782	0.2524233573
783	0.252317906
784	0.252195452
785	0.2520834612
786	0.2519818464
787	0.2519286935
788	0.2518241141
789	0.2516977016
790	0.2516534075
791	0.2515744978
792	0.2515159563
793	0.2514378488
794	0.2513715646
795	0.2512645787
796	0.2511895926
797	0.2511233433
798	0.2510632324
799	0.2509704939
800	0.2509085519
801	0.2508277588
802	0.2507401123
803	0.2506446184
804	0.2505143345
805	0.2504353551
806	0.2503647287
807	0.2502662877
808	0.2502001953
809	0.2501065499
810	0.2499666748
811	0.2498793945
812	0.2498055246
813	0.2497483956
814	0.2496800014
815	0.2496072824
816	0.2494884033
817	0.2493804932
818	0.249285784
819	0.2491798619
820	0.2490476772
821	0.2489598563
822	0.248900844
823	0.2488158831
824	0.2487228132
825	0.2486181641
826	0.2485523158
827	0.2484357213
828	0.2483607352
829	0.2482803606
830	0.2481927665
831	0.2480991908
832	0.2479731445
833	0.2479109933
834	0.2478313511
835	0.2477612305
836	0.2476740374
837	0.2476149728
838	0.2475459333
839	0.247445888
840	0.2473798828
841	0.2473114014
842	0.2472031948
843	0.2471731655
844	0.2470943778
845	0.2470208915
846	0.2469051688
847	0.2468284738
848	0.2467471052
849	0.2466857561
850	0.246613072
851	0.2465420271
852	0.2464770857
853	0.2464325474
854	0.2463479701
855	0.2462815639
856	0.2462102748
857	0.2461666085
858	0.2460548619
859	0.2460091204
860	0.2459513463
861	0.2458468192
862	0.2457376186
863	0.2456828265
864	0.2456117467
865	0.2455297852
866	0.2454943499
867	0.2454067034
868	0.2453340193
869	0.2452536272
870	0.2451243025
871	0.2450486886
872	0.2449530378
873	0.2448930838
874	0.2448095878
875	0.2446893834
876	0.2445938023
877	0.2444659947
878	0.24439774
879	0.2443175223
880	0.2442720598
881	0.2441524484
882	0.2440370745
883	0.2439360003
884	0.2438521031
885	0.243745466
886	0.2436816232
887	0.2435807059
888	0.2435174561
889	0.2434166609
890	0.2433107038
891	0.2432376186
892	0.2431743513
893	0.2430663016
894	0.2429456264
895	0.2428860735
896	0.2427696882
897	0.2426746303
898	0.2425732073
899	0.2425251988
900	0.242413365
901	0.2423136684
902	0.2422229876
903	0.2421417934
904	0.2420638602
905	0.2419990932
906	0.2418973912
907	0.2418518938
908	0.2417351946
909	0.2416654053
910	0.2415717425
911	0.2414817243
912	0.2413735177
913	0.2412888358
914	0.2411922956
915	0.2411072301
916	0.2410237514
917	0.240914202
918	0.2408643276
919	0.2407783901
920	0.2406651088
921	0.2405767125
922	0.2405397949
923	0.2404307687
924	0.2403769531
925	0.2403117327
926	0.2402049735
927	0.2400867571
928	0.2399356341
929	0.2398530797
930	0.2397743792
931	0.2397120187
932	0.2396321847
933	0.2395730678
934	0.2395085972
935	0.2394351632
936	0.2393855155
937	0.2392888881
938	0.2392207031
939	0.2391316267
940	0.239021589
941	0.2389370815
942	0.2388607352
943	0.2387731062
944	0.2387098214
945	0.2386480015
946	0.2385902972
947	0.2385341099
948	0.2384152309
949	0.2383067453
950	0.2382015206
951	0.2381023996
952	0.2380088239
953	0.23794887
954	0.2378805804
955	0.2377728446
956	0.2376874651
957	0.2375873326
958	0.237529541
959	0.2374728306
960	0.2373515451
961	0.2372374093
962	0.2371674979
963	0.2370765206
964	0.2369919085
965	0.236900286
966	0.2367643345
967	0.2366560059
968	0.236594308
969	0.2365282506
970	0.2364352853
971	0.236379133
972	0.2363202602
973	0.2362652239
974	0.2362134487
975	0.2361015625
976	0.2360434047
977	0.2359801374
978	0.2359103655
979	0.235833095
980	0.2357440709
981	0.2356669922
982	0.2356005685
983	0.2355134626
984	0.235418178
985	0.2353496268
986	0.235214774
987	0.2351538783
988	0.2350790667
989	0.234972726
990	0.2349419992
991	0.2348582938
992	0.2347704729
993	0.2346994106
994	0.2346049805
995	0.2345687779
996	0.2344944371
997	0.2344041574
998	0.2343468715
999	0.2342043108
